,Brand-Pack Level,,,,,,,,,,,,,Brand Level,,,,,,,,,,,
,Key,Channel,Brand,PPG,RSV,Vol,CSF,MCV,RSV_Total,Volume_Total,,Category MCV,,Key,Channel,Brand,RSV,Vol,CSF,MCV,RSV_Total,Volume_Total,,Unique Brands,Fill Sorting Order
,=C138&D138&E138,,,,,,,,,,,,,=P138&Q138,Iceland,,,,,,,,,,
,=C139&D139&E139,,,,,,,,,,,,,=P139&Q139,Iceland,,,,,,,,,,
,=C140&D140&E140,,,,,,,,,,,,,=P140&Q140,Iceland,,,,,,,,,,
,=C141&D141&E141,,,,,,,,,,,,,=P141&Q141,Iceland,,,,,,,,,,
,=C142&D142&E142,,,,,,,,,,,,,=P142&Q142,Iceland,,,,,,,,,,
,=C143&D143&E143,,,,,,,,,,,,,=P143&Q143,Iceland,,,,,,,,,,
,=C144&D144&E144,,,,,,,,,,,,,=P144&Q144,Iceland,,,,,,,,,,
,=C145&D145&E145,,,,,,,,,,,,,=P145&Q145,Iceland,,,,,,,,,,
,=C146&D146&E146,,,,,,,,,,,,,=P146&Q146,Iceland,,,,,,,,,,
,=C147&D147&E147,,,,,,,,,,,,,=P147&Q147,Iceland,,,,,,,,,,
,=C148&D148&E148,,,,,,,,,,,,,=P148&Q148,Iceland,,,,,,,,,,
,=C149&D149&E149,,,,,,,,,,,,,=P149&Q149,Iceland,,,,,,,,,,
,=C150&D150&E150,,,,,,,,,,,,,=P150&Q150,Iceland,,,,,,,,,,
,=C151&D151&E151,,,,,,,,,,,,,=P151&Q151,Iceland,,,,,,,,,,
,=C152&D152&E152,,,,,,,,,,,,,=P152&Q152,Iceland,,,,,,,,,,
,=C153&D153&E153,,,,,,,,,,,,,=P153&Q153,Iceland,,,,,,,,,,
,=C154&D154&E154,,,,,,,,,,,,,=P154&Q154,Iceland,,,,,,,,,,
,=C155&D155&E155,,,,,,,,,,,,,=P155&Q155,Iceland,,,,,,,,,,
,=C156&D156&E156,,,,,,,,,,,,,=P156&Q156,Iceland,,,,,,,,,,
,=C157&D157&E157,,,,,,,,,,,,,=P157&Q157,Iceland,,,,,,,,,,
,=C158&D158&E158,,,,,,,,,,,,,=P158&Q158,Iceland,,,,,,,,,,
,=C159&D159&E159,,,,,,,,,,,,,=P159&Q159,Iceland,,,,,,,,,,
,=C160&D160&E160,,,,,,,,,,,,,=P160&Q160,Iceland,,,,,,,,,,
,=C161&D161&E161,,,,,,,,,,,,,=P161&Q161,Iceland,,,,,,,,,,
,=C162&D162&E162,,,,,,,,,,,,,=P162&Q162,Iceland,,,,,,,,,,
,=C163&D163&E163,,,,,,,,,,,,,=P163&Q163,Iceland,,,,,,,,,,
,=C164&D164&E164,,,,,,,,,,,,,=P164&Q164,Iceland,,,,,,,,,,
,=C165&D165&E165,,,,,,,,,,,,,=P165&Q165,Iceland,,,,,,,,,,
,=C166&D166&E166,,,,,,,,,,,,,=P166&Q166,Iceland,,,,,,,,,,
,=C167&D167&E167,,,,,,,,,,,,,=P167&Q167,Iceland,,,,,,,,,,
,=C168&D168&E168,,,,,,,,,,,,,=P168&Q168,Iceland,,,,,,,,,,
,=C169&D169&E169,,,,,,,,,,,,,=P169&Q169,Iceland,,,,,,,,,,
,=C170&D170&E170,,,,,,,,,,,,,=P170&Q170,Iceland,,,,,,,,,,
,=C171&D171&E171,,,,,,,,,,,,,=P171&Q171,Iceland,,,,,,,,,,
,=C172&D172&E172,,,,,,,,,,,,,=P172&Q172,Iceland,,,,,,,,,,
,=C173&D173&E173,,,,,,,,,,,,,=P173&Q173,Iceland,,,,,,,,,,
,=C174&D174&E174,,,,,,,,,,,,,=P174&Q174,Iceland,,,,,,,,,,
,=C175&D175&E175,,,,,,,,,,,,,=P175&Q175,Iceland,,,,,,,,,,
,=C176&D176&E176,,,,,,,,,,,,,=P176&Q176,Iceland,,,,,,,,,,
,=C177&D177&E177,,,,,,,,,,,,,=P177&Q177,Iceland,,,,,,,,,,
,=C178&D178&E178,,,,,,,,,,,,,=P178&Q178,Iceland,,,,,,,,,,
,=C179&D179&E179,,,,,,,,,,,,,=P179&Q179,Iceland,,,,,,,,,,
,=C180&D180&E180,,,,,,,,,,,,,=P180&Q180,Iceland,,,,,,,,,,
,=C181&D181&E181,,,,,,,,,,,,,=P181&Q181,Iceland,,,,,,,,,,
,=C182&D182&E182,,,,,,,,,,,,,=P182&Q182,Iceland,,,,,,,,,,
,=C183&D183&E183,,,,,,,,,,,,,=P183&Q183,Iceland,,,,,,,,,,
,=C184&D184&E184,,,,,,,,,,,,,=P184&Q184,Iceland,,,,,,,,,,
,=C185&D185&E185,,,,,,,,,,,,,=P185&Q185,Iceland,,,,,,,,,,
,=C186&D186&E186,,,,,,,,,,,,,=P186&Q186,Iceland,,,,,,,,,,
,=C187&D187&E187,,,,,,,,,,,,,=P187&Q187,Iceland,,,,,,,,,,
,=C188&D188&E188,,,,,,,,,,,,,=P188&Q188,Iceland,,,,,,,,,,
,=C189&D189&E189,,,,,,,,,,,,,=P189&Q189,Iceland,,,,,,,,,,
,=C190&D190&E190,,,,,,,,,,,,,=P190&Q190,Iceland,,,,,,,,,,
,=C191&D191&E191,,,,,,,,,,,,,=P191&Q191,Iceland,,,,,,,,,,
,=C192&D192&E192,,,,,,,,,,,,,=P192&Q192,Iceland,,,,,,,,,,
,=C193&D193&E193,,,,,,,,,,,,,=P193&Q193,Iceland,,,,,,,,,,
,=C194&D194&E194,,,,,,,,,,,,,=P194&Q194,Iceland,,,,,,,,,,
,=C195&D195&E195,,,,,,,,,,,,,=P195&Q195,Iceland,,,,,,,,,,
,=C196&D196&E196,,,,,,,,,,,,,=P196&Q196,Iceland,,,,,,,,,,
,=C197&D197&E197,,,,,,,,,,,,,=P197&Q197,Iceland,,,,,,,,,,
,=C198&D198&E198,,,,,,,,,,,,,=P198&Q198,Iceland,,,,,,,,,,
,=C199&D199&E199,,,,,,,,,,,,,=P199&Q199,Iceland,,,,,,,,,,
,=C200&D200&E200,,,,,,,,,,,,,=P200&Q200,Iceland,,,,,,,,,,
